lam,p,window,poly,Accuracy,Precision,Recall,F1,Accuracy Std,Precision Std,Recall Std,F1 Std
1000,0.001,5,1,0.8118237704918034,0.811790009589803,0.8121668643343419,0.8108404221452992,0.022128035840467773,0.022673966041924117,0.02134615658088066,0.021778947328178654
1000,0.001,5,2,0.7901402070750647,0.7897604768053179,0.7911452251319127,0.7893668121217347,0.02100016358248153,0.021954140044812363,0.02256806444800795,0.02188349105544164
