window,poly,Accuracy,Precision,Recall,F1,Accuracy Std,Precision Std,Recall Std,F1 Std
5,1,0.94023835202761,0.9399684292465083,0.9407780317813564,0.9399702504416101,0.01091532160499483,0.011613489930543409,0.01151003798324765,0.011349341106176025
5,2,0.9395772217428817,0.9393694255071272,0.9399095701219515,0.9391687549003291,0.010877074041818414,0.011812784650458572,0.01104418101022141,0.011087732042488977
