lam,p,Accuracy,Precision,Recall,F1,Accuracy Std,Precision Std,Recall Std,F1 Std
1000000000,0.001,0.9307215271786022,0.9302127583359457,0.9315089302154501,0.9303221701958989,0.01631238635386231,0.016911077708397292,0.01635999246057174,0.01661055576971899
1000000000,0.005,0.9257851596203622,0.9244355577475372,0.9262206383858764,0.9248900901681857,0.01684872796630412,0.017730846791353738,0.016879751489623892,0.01740651893286166
1000000000,0.01,0.9238136324417601,0.9228559043752826,0.9242518667917373,0.9231304342645579,0.015284525629408185,0.0161600575817781,0.015823990283211676,0.015931109637374825
100000000,0.001,0.9225043140638481,0.921189421513627,0.9229039446958843,0.9215523926990514,0.013960235956162732,0.014895974862117647,0.013359528748955967,0.014438593712319312
1000000000,0.05,0.9139635461604831,0.9131538387252462,0.9134715529115551,0.9129278127370808,0.010318165139856514,0.010973776624726015,0.011629794033536592,0.011147817201222864
100000000,0.005,0.9077157031924072,0.9064948714865574,0.9076273721037849,0.9065424071523583,0.0119079378637269,0.012706212921329587,0.012555642763210657,0.012441252269446191
1000000000,0.1,0.9054303278688524,0.9047172707122202,0.9062583152629011,0.9048117773599584,0.016847633304194008,0.018043578233071456,0.016756649733223394,0.017315147040098608
100000000,0.01,0.9021408541846421,0.9017107176888188,0.9023151467917364,0.9013847657328107,0.01362733939918211,0.01500515022351398,0.014111727388737725,0.014268595949731214
10000000,0.001,0.8958994823123382,0.8956278506055947,0.8960444565432126,0.8949918886850645,0.020782143339900236,0.021843486815415408,0.020720143710839637,0.02110879166765801
10000000,0.01,0.894913718723037,0.894655456244376,0.8937510578290692,0.893314722210372,0.01571597176957109,0.017225657762055865,0.017402467618392772,0.017085323249175857
10000000,0.005,0.8899924503882659,0.8894738755589386,0.8893410152292219,0.8885220796699844,0.017076533539926508,0.018992538643114048,0.01698984710253939,0.017534679124792337
100000000,0.05,0.8886820534943917,0.8885079933616307,0.8883177734201453,0.88758747747287,0.017637626255270236,0.019513466016957564,0.018330523917816886,0.01879588748956871
10000000,0.05,0.8814430543572046,0.8817279691954034,0.8810996624178322,0.8805707025333913,0.017233089632765118,0.018779608464702953,0.017437535468200416,0.01775858806228242
100000000,0.1,0.8804680759275237,0.8802837233988644,0.8799602845516465,0.8790143743064238,0.025277512481190395,0.02707311365429126,0.025937598625734436,0.02636105735026494
10000000,0.1,0.872911993097498,0.8717950272427718,0.8723290557681589,0.8714531765748227,0.01487241851901178,0.015954365319950082,0.01636406565427776,0.016035885514686432
