lam,p,window,poly,Accuracy,Precision,Recall,F1,Accuracy Std,Precision Std,Recall Std,F1 Std
1000000000,0.05,9,1,0.9523824417601381,0.9521209023844396,0.9521974347582907,0.9518179966219966,0.013634146843556919,0.013424291983851228,0.014373821262379615,0.013944207387891549
10000000,0.1,101,2,0.9520567299396031,0.952292158249113,0.9520720222004219,0.9517386985610417,0.015249857248784242,0.014847916215601482,0.015696608071161574,0.015257237890855077
1000000000,0.05,25,2,0.952052415875755,0.9521024921800694,0.9522087882088653,0.9517676283225667,0.015556517414234021,0.014770081414531809,0.01633399592675164,0.015617777741565964
100000000,0.05,51,2,0.9517331751509923,0.9527092844618379,0.9510690988371735,0.9515572004457299,0.014432182250959347,0.013583286674832865,0.014986720028963573,0.01421513399421525
100000000,0.1,19,2,0.9517299396031061,0.9515504085566148,0.9524792326690644,0.9516558311251805,0.017906160576768432,0.017355719303485586,0.017658402457795375,0.017515086532578574
1000000000,0.1,151,2,0.9517256255392578,0.9519485400739429,0.9510223873527842,0.9510414919034534,0.01686210712266266,0.01590746505730314,0.017966840178068905,0.016995766129358214
1000000000,0.1,51,1,0.9517223899913718,0.952396024728728,0.9515295610213489,0.951560683058743,0.015407074498720795,0.014615161040166011,0.015827045500420554,0.015396694660323333
1000000000,0.05,19,2,0.951399913718723,0.9514070148286841,0.9514836981007331,0.9510506925756304,0.014865386096562532,0.014878286953894454,0.01531325688544323,0.015045975910715369
1000000000,0.05,19,1,0.951398835202761,0.9517430400430686,0.9511961470775887,0.9509989658368776,0.014588853878935285,0.013506219150335137,0.0153728575244088,0.014627789909705067
1000000000,0.1,9,2,0.9513923641069889,0.9515517981292808,0.950987861629223,0.9510008155634726,0.01270878879358277,0.012065726232767148,0.013320832433340719,0.012721512946421642
10000000,0.1,51,2,0.9510752804141502,0.9509325731733467,0.9513903833922246,0.9507241262937379,0.014323698217002603,0.013541463118654935,0.014982082457246268,0.014211978571625738
100000000,0.1,151,2,0.9510742018981881,0.9511967751065917,0.9508408433706306,0.9507182793552541,0.01858336533265519,0.017877505977308115,0.0192162963909018,0.01871905041187316
100000000,0.05,25,2,0.950743097497843,0.9511243948549826,0.9505984816562908,0.9505019753351917,0.01218819474564503,0.012194996386122784,0.013096635582169912,0.012459157652004072
100000000,0.05,151,2,0.9507409404659188,0.9513703321073288,0.9503797811939716,0.9504365410573545,0.017561724851724376,0.017264832376977658,0.01774995606816011,0.017521208329218094
1000000000,0.05,51,2,0.9507355478861088,0.9503084492233352,0.9506994008090748,0.9500581910121413,0.011101093912329081,0.010988200999409758,0.011796977457993772,0.011507758366285946
10000000,0.05,51,1,0.950417385677308,0.9506597462039069,0.9503774550455016,0.9501882895416237,0.012726893291769176,0.012543332971057176,0.013162244873296414,0.012854634349249975
10000000,0.1,25,1,0.9504141501294219,0.9504235746289668,0.9510639448584672,0.9503424117191166,0.011407593593884994,0.011775359451316155,0.011057626664617501,0.011429957699132978
1000000000,0.1,101,2,0.9504119930974978,0.9511373336984187,0.9498315180859406,0.9500408798518901,0.012578106853938072,0.011601445601343928,0.013264655432754078,0.012525192941924003
100000000,0.05,101,2,0.9504109145815358,0.9513820881948505,0.9498560970802966,0.9501609857000792,0.01584599420567461,0.015085584625691522,0.016682524331818004,0.015868983965266356
100000000,0.01,51,2,0.9504098360655737,0.9511308286903105,0.9503218414700509,0.9502998947923824,0.011052326163591617,0.010883181369748158,0.011605014876338264,0.011235683679071084
10000000,0.05,101,2,0.9500862812769629,0.9504085525134414,0.9502443121462696,0.9499711764222244,0.015376994800563698,0.014775803786075655,0.015803443666819825,0.015183595528911286
100000000,0.05,19,1,0.9500841242450389,0.9500857348393266,0.9500044579479608,0.9496903992638603,0.014222891618807815,0.013825548546768056,0.014768988859072726,0.014344703360819338
1000000000,0.05,101,2,0.9500819672131147,0.9503442467735759,0.9501255979110297,0.9500069540729209,0.01765929655432719,0.01684804045136265,0.018099045355449143,0.017545265130584627
10000000,0.01,51,2,0.949760569456428,0.9498600131305054,0.9498563394948925,0.9496182748149018,0.012861857739688018,0.01218388167698851,0.013250995496967843,0.01272385874744705
100000000,0.1,9,1,0.9497540983606557,0.9499298835465607,0.9495488778914876,0.9494163594058167,0.015880117369184266,0.01572028112626442,0.016249727789087846,0.015937360809191857
10000000,0.005,25,1,0.9494316220880069,0.9494322023187683,0.9495421387302677,0.9491935797622733,0.012620460007436477,0.011778251931579515,0.013335259618099128,0.012580105750747647
10000000,0.01,25,1,0.9494305435720447,0.9493975048755466,0.9492833567873914,0.9490695315156135,0.012803409811961696,0.012684086660208914,0.013449393839369075,0.01317442760073555
100000000,0.05,9,1,0.949105910267472,0.9496281646801521,0.9491910804525672,0.9490279633138841,0.015803991945332958,0.014985846268867623,0.016330903260933612,0.015782116755453126
100000000,0.05,51,1,0.94910483175151,0.9493737567316802,0.9485207362382291,0.9486654439909126,0.013768215818116762,0.012753080938771743,0.01505249617218554,0.013983967883783593
10000000,0.01,25,2,0.9487758843830889,0.9486035310506029,0.9490809268440719,0.9485673601431198,0.011908228025943187,0.011560730401459775,0.011591399851672672,0.011668923076724564
100000000,0.01,19,1,0.9487661777394305,0.9493010148180051,0.9483298180142512,0.9483134411151806,0.014337914837886512,0.014102760600970266,0.014702425634155606,0.014487423594024168
10000000,0.01,19,1,0.9484469370146679,0.9488480183658801,0.9488178571158088,0.9484625507741843,0.01487338580948301,0.013938625784589596,0.015255612286810154,0.014609702526724791
10000000,0.05,25,1,0.9484458584987058,0.9484550809139127,0.9488896439183483,0.9482274922910306,0.010148557203154773,0.009638608964095985,0.010780762506793322,0.010158038583995298
1000000000,0.05,51,1,0.9484383088869714,0.9487258494502907,0.9480869055240764,0.9480453701211318,0.014086701558969576,0.012951276854258044,0.014968905154285053,0.014091789080490979
1000000000,0.05,9,2,0.9481179896462466,0.9482121951563623,0.948335854396013,0.947792363874167,0.014794265117021982,0.014231176583807606,0.015337335447064592,0.014818797070038213
10000000,0.05,19,1,0.9481169111302847,0.9475859466301795,0.9481163326210982,0.9476079247849197,0.012747475784848989,0.012468615838280728,0.012618482431454038,0.012431814695173463
10000000,0.005,25,2,0.9481136755823986,0.9482947671402654,0.9484312718964993,0.9479629142584685,0.014370122920688363,0.013861615330255034,0.01499466895987421,0.014573844211792945
10000000,0.1,51,1,0.9477879637618637,0.9478552004700409,0.9478448768554463,0.9474102389063169,0.011577960478231267,0.0110357805072038,0.012509591701427417,0.011681612408209412
10000000,0.005,19,1,0.9477879637618637,0.9478745847831803,0.9478604698234282,0.9475914751365213,0.013635672189700184,0.012679329909521506,0.014551787026246918,0.013686899044327653
10000000,0.05,151,2,0.9474611734253667,0.947644301764812,0.9474056725371935,0.9471890160868608,0.014880829369979974,0.014256251021574446,0.014878682119432886,0.014513382215425277
100000000,0.05,19,2,0.9474611734253667,0.9477045374399002,0.9475805074932063,0.947390580571383,0.017105976622805618,0.0168562708635092,0.01757086693353735,0.017123296173956554
1000000000,0.1,101,1,0.9471311475409836,0.9475016856925933,0.9464942035767251,0.9465905887009111,0.01756719230953934,0.016969650090787505,0.018370746755508576,0.017712414682457437
10000000,0.01,9,1,0.9471300690250215,0.9470762537266649,0.9473846433470714,0.9469250821646602,0.012295685022599069,0.011645313015213625,0.012303162221340253,0.011876325908212228
100000000,0.01,25,1,0.9468011216566005,0.9473997607963905,0.9463890114887729,0.9464559384831878,0.010969612518480823,0.010365530952503456,0.011800617439421407,0.011183238039238957
100000000,0.005,25,1,0.9467957290767904,0.9469684425557088,0.9464932339896993,0.9463633143077768,0.01385398102243949,0.013336152778142011,0.014589636934890857,0.014055870359631491
1000000000,0.05,151,2,0.9467946505608282,0.9470477668059584,0.9464653947249386,0.9462633777239278,0.014975269127799642,0.014178145461512007,0.015319636341765867,0.014912996291654504
1000000000,0.01,51,2,0.9467924935289043,0.9465199156947639,0.946708784493142,0.9461261947189057,0.015254037472682103,0.01508956187714408,0.016555205291741187,0.015904377679712565
10000000,0.1,151,2,0.9464721742881794,0.9467167405718253,0.9469513003588285,0.9464529061214876,0.010159190378049203,0.009609120658661999,0.010105888936941922,0.009775186704082053
100000000,0.005,25,2,0.9461496980155306,0.9467865996114192,0.9460091399153683,0.9459017933132386,0.012087746893448712,0.011199983251821253,0.013027240225697718,0.012169995915019034
10000000,0.01,151,2,0.9461443054357204,0.9465314864481191,0.9459786483774284,0.9457862045031629,0.016610591419054757,0.016544433822593508,0.016902790508547632,0.01671791748520719
10000000,0.01,19,2,0.9458185936151855,0.9460392297649438,0.9464329868728424,0.9458250386066709,0.01546316373384371,0.01529707774650423,0.015204804576681066,0.01514269406680222
100000000,0.05,101,1,0.9458175150992234,0.9463752034037072,0.9454254473045642,0.9454411968331641,0.017672317046023824,0.017754649450121805,0.018646964374338368,0.01794098631084625
10000000,0.1,19,1,0.9458175150992234,0.946120271971472,0.9460228271726414,0.9457818892339365,0.010997092436152404,0.011357726882319901,0.011277820471788115,0.011234286925444472
100000000,0.1,101,1,0.9458175150992233,0.9456434459483545,0.9454716697039244,0.9452798460404157,0.020706930580502263,0.020007624285085006,0.02136705763786103,0.020732614370158636
10000000,0.005,51,1,0.9454842536669543,0.9456749459499276,0.9455315167919338,0.9452380628309983,0.010401218282410534,0.009587372874687009,0.011096297015917736,0.010472811207266773
10000000,0.005,101,2,0.9451617773943054,0.9451984421618785,0.9454074091904883,0.9449696207963779,0.010350930958816373,0.009451164345255786,0.011054667674922348,0.010193472417273452
100000000,0.01,25,2,0.9451596203623813,0.945588504495675,0.9448900033588629,0.9447972157739286,0.011925831178232265,0.011836581855312046,0.012744194984374718,0.012334007725309454
1000000000,0.01,101,2,0.9451574633304572,0.9449960090093631,0.94512419864555,0.9446316411508159,0.016342680877212558,0.015945703124928472,0.01703230357951419,0.01653828333392252
10000000,0.01,51,1,0.9448263589301122,0.9448096214936242,0.9449039365020828,0.9445043997536894,0.014734780475353478,0.01420592251342279,0.015205066274068231,0.014837773640714574
100000000,0.005,51,2,0.944826358930112,0.9449750802449053,0.9447076449227001,0.944263876577257,0.015797515604633286,0.01558706401562638,0.01619683542326462,0.016042249118259265
100000000,0.01,9,1,0.9445060396893872,0.9447427705876696,0.9446044436977473,0.9441700368693009,0.015134537620082237,0.01474358246884443,0.016085932602011507,0.01552124515025274
10000000,0.01,101,2,0.9441738567730802,0.9443462024960695,0.9442967089516208,0.9439729524009612,0.012438668930728293,0.011360014258416234,0.01268165566596019,0.012067664165092853
100000000,0.005,19,1,0.9438481449525453,0.9436817314779473,0.9436237132612337,0.9432420725377334,0.01100732376376622,0.010474296455994772,0.01206087795945959,0.011221738074627015
100000000,0.01,51,1,0.9438470664365832,0.9442865063609993,0.943576297627639,0.9435534412780558,0.016433509663560084,0.015140793828412462,0.01740809332709396,0.016468853193874936
10000000,0.005,51,2,0.9438470664365832,0.9438241351224106,0.9439377575958744,0.9436054123750729,0.017434149144538384,0.016939112074718887,0.01760074337671665,0.017176206665667385
100000000,0.01,101,2,0.9438459879206211,0.9441502911827728,0.94366016210111,0.943592151744431,0.012656977547841581,0.012379798461429333,0.012689181738955122,0.012558552394892819
1000000000,0.01,9,2,0.9438373597929249,0.9436053373284785,0.943720447678649,0.9431812961297121,0.015087126301548476,0.014686405490486587,0.016291253102389297,0.015806511828651486
100000000,0.05,151,1,0.9435224331320103,0.9438631149535055,0.9427288960891869,0.9429848606510731,0.016101960281541507,0.015929172937894663,0.016789999623823763,0.01634183595928774
100000000,0.01,19,2,0.9435202761000863,0.943705744737489,0.943326824060074,0.9430916631658404,0.014578194417561216,0.014900363455510662,0.015190037423860213,0.015053909895328678
10000000,0.05,25,2,0.9435191975841242,0.9436094557185669,0.9438832726776004,0.9434265092979622,0.016836176836642458,0.01703988502369243,0.016573323562361256,0.016798625533699152
1000000000,0.01,19,1,0.9435116479723898,0.9432592811138993,0.9433477665023047,0.9427515376045958,0.01685942913264486,0.016216170923047172,0.017823725238887957,0.01719102329607352
1000000000,0.01,25,2,0.9435094909404658,0.9438184512278059,0.9432017226074402,0.9431070602273648,0.016987640382243006,0.016462184146430914,0.018044289640708474,0.017286747704204856
100000000,0.005,19,2,0.943187014667817,0.9432922778176749,0.9431962023188364,0.9427917211028184,0.012809503751496084,0.012900241263916656,0.013585515217970424,0.013274437339194632
1000000000,0.01,19,2,0.9431837791199309,0.9427061401712102,0.9433950176505241,0.942626926569516,0.016612041448337788,0.016381976694896105,0.017368885676792456,0.01688878692147572
100000000,0.005,9,2,0.9428623813632442,0.9430599919857638,0.942562947210234,0.9423401642331957,0.014008400219928706,0.012899594173325759,0.014949802193459889,0.014113025755129235
10000000,0.1,25,2,0.9428613028472823,0.943416770003392,0.9429499091303821,0.9428867347710387,0.011551201458973679,0.010805884264849304,0.011909161304602671,0.011263455119120719
10000000,0.005,19,2,0.94286022433132,0.9425412606889075,0.9431016023453098,0.9425014069692281,0.013694181806030888,0.012878613341595697,0.013942515025963474,0.013408669409376229
1000000000,0.01,25,1,0.9428559102674721,0.9425137644800268,0.9429544467810842,0.9422991932032698,0.016619020545393506,0.01658089576251012,0.017808414403678963,0.017202014034020607
100000000,0.005,9,1,0.9425291199309749,0.942514368357406,0.9426673346257877,0.9421620990259532,0.014034795843801925,0.013536285428112216,0.014459616513643067,0.014157966020420088
100000000,0.001,25,1,0.9425248058671268,0.9425008894898375,0.9428000224339591,0.9421242043997105,0.013486935423954382,0.013302270134151492,0.014315224761046443,0.01380692721907758
10000000,0.1,151,1,0.9422109577221743,0.9421351305519089,0.9418770979993122,0.9415671543718585,0.014506867837707499,0.01403568705926646,0.015462100977720421,0.014552587256903362
10000000,0.001,25,2,0.9422001725625538,0.9422398010644105,0.94255817904785,0.9419623378003612,0.011772140602880994,0.011457812786899666,0.011735380152924843,0.01155081570816171
10000000,0.05,101,1,0.941877696289905,0.9414238757573251,0.9418447237345834,0.9412857658461877,0.016058777776648072,0.01581266605828044,0.016029855335192425,0.015878813065163026
1000000000,0.005,9,1,0.9418658326143227,0.9412692297528521,0.9417447981590386,0.9409767830816824,0.017264390743019598,0.017334009034832495,0.01803986307604967,0.01787285849098681
10000000,0.1,101,1,0.9415498274374461,0.9413285100755884,0.941272073910268,0.940897271876465,0.0133334972509713,0.013393597791739159,0.013621698914450791,0.01336512835103821
10000000,0.001,25,1,0.9415444348576358,0.9417545033462076,0.9415885163323713,0.9412469591579,0.014303412709485092,0.013551714277633272,0.01530202370087405,0.014456585243662239
100000000,0.01,9,2,0.9412154874892147,0.941539113678815,0.9409380204313109,0.9407426426512382,0.014938021725871508,0.014670259498826985,0.015502631111616403,0.015113396984713891
10000000,0.001,51,2,0.9408919327006039,0.9410177189643312,0.940419917592304,0.9403360618011748,0.01711783300868271,0.016461541377043205,0.01804856304116699,0.017417260168216576
1000000000,0.05,101,1,0.940566220880069,0.9405716877576606,0.9400323342462645,0.9398863338351322,0.010783614050170413,0.010165312542280714,0.011712283662248892,0.010878963850259766
100000000,0.01,151,2,0.9405586712683348,0.9411032985054033,0.9400397516411779,0.9401742598175215,0.01657904910165985,0.016078179405902327,0.017016355544233686,0.01662510338797354
100000000,0.1,151,1,0.940237273511648,0.940442521024905,0.9399746839504356,0.9398293402503308,0.013879160224727148,0.013524493285465915,0.015016047988203263,0.014291697519988206
100000000,0.1,9,2,0.9402351164797238,0.9398867098758432,0.9408513592483809,0.9399956400574174,0.009793285067477385,0.009431066449542861,0.00976281318898549,0.009640107788172238
100000000,0.001,25,2,0.9402275668679895,0.9401767764543152,0.9400211433776704,0.9396905701441153,0.012791284290341568,0.012414167656161988,0.013626600878795482,0.013084835057548812
100000000,0.05,9,2,0.9399158757549613,0.940040107765012,0.9397064874660724,0.9395360351663253,0.020092751214907962,0.018950567109702138,0.020779511334113494,0.019999724573292334
1000000000,0.1,151,1,0.9399018550474546,0.9391362107492036,0.9395453059605439,0.9390273075265668,0.013447647918512665,0.012831058364599465,0.014227613207673993,0.01350230545509091
1000000000,0.005,19,2,0.9399007765314925,0.939674835732963,0.9397480435129901,0.9390955563962988,0.016533273444330247,0.016853751271521868,0.016673589040745358,0.01687855673755705
100000000,0.005,101,2,0.9398986194995687,0.9404907533778897,0.9394467204754386,0.9395304339749337,0.014314835821122683,0.013880824773655312,0.014308015526402224,0.014117646346296742
10000000,0.05,19,2,0.9395880069025022,0.9393665215273435,0.940343160931096,0.9394338254568322,0.01847614580920123,0.018337540062816095,0.018122447944913144,0.018317774502984836
10000000,0.001,19,2,0.9395793787748058,0.9401264597223008,0.9392924067096111,0.9393545327305113,0.01699538908707049,0.015831632281741823,0.01790140609505657,0.01700872007979375
100000000,0.001,19,1,0.9395675150992234,0.9392267627999018,0.9392983264734195,0.9387873801444746,0.01709183699519607,0.017001924147595538,0.01809233273382037,0.017697910344847734
10000000,0.001,9,1,0.939250431406385,0.9392231694372353,0.9382721560437988,0.9382814083233575,0.01959451649546253,0.01933972452341495,0.0211841234529027,0.020583782101360592
10000000,0.005,151,2,0.9392504314063848,0.9394300481223248,0.9390163451647885,0.9388029052933706,0.016547797355424616,0.015452944666386772,0.017604610688910945,0.016644068338999913
10000000,0.005,9,1,0.9389257981018119,0.9385216148329654,0.9390316142449178,0.9384958313403718,0.016454948676834485,0.015877298356200248,0.016735251576534525,0.016230939071153895
100000000,0.001,19,2,0.9389160914581535,0.9392685270530603,0.9387265985300047,0.9383980062160647,0.015745044720482843,0.01574630487799587,0.016041378249291468,0.015969978658688426
10000000,0.05,151,1,0.9385990077653149,0.9387109529299733,0.9384602497986478,0.9380390897583091,0.01696781724981074,0.0160721823502935,0.018192491692938344,0.01706296400419482
10000000,0.001,51,1,0.9385914581535806,0.9386173653258247,0.9383326848229446,0.9380318384420793,0.017486371998808602,0.016780737722504373,0.017783019412526486,0.01750385918830155
1000000000,0.005,25,2,0.9382668248490077,0.9378143888797371,0.938397034007805,0.9375973432606935,0.017645872165758046,0.018090572705025402,0.01816996657511097,0.018318020566540857
1000000000,0.005,25,1,0.9382625107851595,0.9379992382307156,0.9381036734893804,0.9375166456242325,0.019624802249937297,0.019407328965081082,0.020717941008800703,0.02027096647475261
100000000,0.005,51,1,0.9382592752372736,0.9386469958303982,0.938254310771654,0.9380019757704202,0.013357212888472792,0.012615153189488068,0.01329899058162108,0.01297919963531878
10000000,0.05,9,1,0.9379497411561692,0.9377432684164608,0.9381634660755331,0.9376097915639952,0.02144737777657727,0.02147673444319682,0.021050214629054903,0.021245491747968772
10000000,0.01,101,1,0.9379367989646246,0.9383833104270181,0.9377491985737461,0.9376837681493024,0.011102374748043231,0.010407548095931488,0.011586348466633057,0.010992653845454631
1000000000,0.01,9,1,0.9379324849007764,0.9378113088249205,0.9380558347737272,0.9375496684032871,0.01903326850407411,0.018724854271260034,0.019530573574563625,0.01908102805080124
1000000000,0.005,51,2,0.9379292493528902,0.9382313809944816,0.9377688204732225,0.9373189269618102,0.014121722291851567,0.013302968690757073,0.015211943217011872,0.014590102478209854
10000000,0.1,9,1,0.937617558239862,0.9373358199442989,0.9384659253254253,0.9375051207213178,0.019445303296302237,0.01932984796979214,0.019340622483295156,0.01935649589872181
10000000,0.001,19,1,0.9376078515962037,0.9381778997295284,0.9374306234999045,0.9372153969697147,0.019801785095288724,0.019774638949309416,0.019923317279217003,0.02006146205112903
100000000,0.001,51,2,0.9372778257118206,0.9370785508932388,0.9371352214521748,0.9365597915796545,0.017754376460136962,0.017363380718817257,0.018619806622896553,0.017947679562565204
1000000000,0.01,51,1,0.9369402502157032,0.9366257663322222,0.9369718902735299,0.9361866648412098,0.01827680111966774,0.017738707713028268,0.019498364983327465,0.018776105733828048
1000000000,0.005,19,1,0.9366220880069026,0.9361781059418306,0.936426447096605,0.935807685355806,0.011051906440505592,0.01094009506740046,0.011563685825707253,0.011196586278676384
10000000,0.005,9,2,0.9366210094909404,0.9360995856632599,0.9365922185079553,0.935972802529834,0.01451605660640738,0.014404180085076443,0.015427826104846243,0.014889071260469126
1000000000,0.01,151,2,0.9366145383951683,0.9360325418091368,0.9365628600746488,0.9358304562635494,0.016238989924156424,0.016310748723968035,0.016428714525263826,0.016414090761061775
10000000,0.005,101,1,0.9362942191544436,0.9368206398695271,0.935884925956217,0.9360405755584551,0.016136795902460338,0.01454065696825883,0.016862533984267757,0.015821649959871537
10000000,0.001,101,2,0.9359695858498706,0.9358502019812006,0.9358623141089003,0.9354870307084736,0.016265452074077657,0.015498570364984735,0.016665040272942598,0.016161840093374773
100000000,0.001,9,1,0.9359598792062123,0.9356305866438408,0.9361780815483562,0.9353793971680039,0.018221743933806035,0.017992681206898613,0.018532845617748088,0.018335431018834957
100000000,0.005,151,2,0.9359588006902502,0.9361274553530332,0.9362155015105282,0.9357917518614925,0.014118786055692749,0.014053318031713653,0.014024344545799265,0.014033584047713628
100000000,0.005,101,1,0.9353052200172562,0.9354337212955104,0.9348964107838615,0.9348773003679887,0.014813632675755832,0.014816795475115092,0.015154324099344906,0.014980551932927702
10000000,0.01,151,1,0.9353041415012943,0.9351547590988588,0.9352164645689939,0.9348200928142031,0.020350414888580897,0.019448745398070816,0.020784232220590056,0.02030820557282292
1000000000,0.001,9,1,0.9349827437446073,0.9346172816392407,0.9352927142651047,0.9345688567941568,0.012572104902102879,0.013216957770814934,0.012567150211578108,0.012888670196303057
10000000,0.01,9,2,0.9349805867126835,0.9345823333804546,0.9358554084148716,0.9347729839868422,0.021155229127692042,0.02087332146931977,0.020715158681280633,0.021005168893693565
1000000000,0.005,101,2,0.9346473252804142,0.9344400249541266,0.9349306218750492,0.9341194442871309,0.013960901725815848,0.013832319738958702,0.014725797877873766,0.014256901422497041
1000000000,0.001,25,2,0.9340034512510785,0.9333744438900654,0.9345910851105392,0.9334412911171803,0.01579122529146196,0.01629807398433799,0.01592458011498535,0.016083859453942743
100000000,0.01,101,1,0.9339959016393443,0.9341250460855004,0.9339540887433564,0.9336566212740621,0.01681089541762554,0.0161872296216026,0.01765958358710341,0.01698680032084162
100000000,0.001,9,2,0.9339851164797238,0.9341128103529621,0.9341554412422287,0.9335631928276712,0.016322362940496535,0.01564844760311497,0.016861696376529043,0.016402428197177674
100000000,0.001,51,1,0.9336626402070752,0.9328445019881716,0.9339153000723748,0.9327303399533434,0.020656149127179214,0.020726779673180137,0.02089407676782078,0.021003172282105433
10000000,0.001,151,2,0.9336626402070751,0.9336587896931341,0.9332837091327997,0.9330634890723728,0.015654838668141127,0.015533080350534582,0.01589059931372944,0.015787165640068473
100000000,0.001,101,2,0.9333315358067299,0.9327268417600282,0.9333023368243666,0.9325473501135997,0.013301387905567796,0.01344894323504932,0.013264553932128737,0.013410417375427868
1000000000,0.005,9,2,0.9326790336496981,0.9324594176047099,0.9330959423627124,0.932231623576946,0.012627847791914948,0.012723825876991347,0.012768612538346057,0.012730442930165979
1000000000,0.001,19,1,0.9320297670405522,0.9316943500218595,0.9324520669703759,0.9314824890726043,0.014925409191333285,0.014968977354489868,0.01443756377448665,0.014831403206800051
100000000,0.001,151,2,0.9320232959447801,0.9309063803695865,0.9322664131122748,0.9311179402747987,0.015106754100135069,0.015023619338506577,0.015873794865570712,0.015451993029344338
1000000000,0.005,51,1,0.9316943485763589,0.9312677859441292,0.9316905381942139,0.9309684785477353,0.013005670154332863,0.012646530424468385,0.013948970540620005,0.013351526887053614
1000000000,0.005,151,2,0.931690034512511,0.9313798294373303,0.9312361074595529,0.9307667887938713,0.01567408108480613,0.015852666276752303,0.016558148264042796,0.016250672722960078
1000000000,0.001,25,1,0.9313740293356341,0.9310617542027803,0.931771605283856,0.9309303302172008,0.01509427997467576,0.01562973939111631,0.01546595196102076,0.015484308428228564
1000000000,0.001,19,2,0.9310493960310613,0.9312351261093955,0.9314594811378099,0.9308196490761752,0.017005305238904377,0.01784484332861887,0.01672134772775128,0.017210463020503032
1000000000,0.01,101,1,0.9307053494391715,0.9302958447301879,0.9306362724222975,0.9299060809988979,0.014195685042283057,0.013561753292009834,0.014567777464745572,0.014293165924282588
10000000,0.005,151,1,0.9300528472821397,0.9300070883371039,0.9296450487780994,0.9294532825792026,0.014297947775255594,0.014005550797558238,0.014675586002382043,0.014416759866594157
10000000,0.1,19,2,0.9294046591889561,0.9297618193946103,0.930188148107281,0.9296158234300231,0.018086794488309018,0.017747247663183065,0.018006460084124185,0.01789735423994404
1000000000,0.05,151,1,0.9293992666091458,0.9290596321216649,0.9290823506370843,0.9284599860614712,0.02115281148559361,0.020279741460119686,0.02202431282842534,0.021241172524489992
100000000,0.01,151,1,0.9293960310612597,0.9295823962237695,0.9294026738416237,0.9291103696506783,0.01640851022958073,0.01617150305615311,0.016918655322731836,0.016561879661463844
1000000000,0.001,9,2,0.9290767903364969,0.9285534467213029,0.9297049458641468,0.9286914933053081,0.014258966496378379,0.01548763880560985,0.015078269100321895,0.015084078478869209
1000000000,0.001,51,2,0.9287392148403797,0.9289528884415613,0.928775959776523,0.9282219742053911,0.017187376723973732,0.017670364292211763,0.016825224727801177,0.01752989458478077
1000000000,0.001,101,2,0.9277577653149265,0.9277361397468453,0.9283239163051518,0.9274869116876235,0.01577991004591653,0.016012710404846336,0.015134833221302857,0.015730836092609793
